Name	RADeg	DecDeg	RAHour	RAMinute	RASecond	DecSign	DecDeg	DecMinute	DecSecond	Type	Constellation	Magnitude	Info
UGC 6843	178.10	32.42	11	52.4		1	32	25		Galaxy	UMa	14	pF, S, lE, psbM
ESO 504-20	178.08	-26.90	11	52.3		-1	26	54		Galaxy	Hya	13	Size: 4.0  vF, cL, vmE 59deg
IC 2968;UGC 6851	178.18	20.65	11	52.7		1	20	39		Galaxy	Leo	14	vF, cS, R; = IC 2968
UGC 6856	178.20	44.12	11	52.8		1	44	7		Galaxy	UMa	10.4	Size: 5.4  B, vL, R, bMpBN, er
NGC 3890	178.30	75.12	11	53.2		1	75	7			Dra		eF, vS, R (place doubtful)
UGC 6852	178.18	21.02	11	52.7		1	21	1		Galaxy	Leo	14	vF, cS, R
UGC 6857	178.23	36.98	11	52.9		1	36	59		Galaxy	UMa	11	Size: 3.8  vB, pL, R, smbM *9
MCG 2-30-35	177.85	-11.40	11	51.4		-1	11	24		Galaxy	Crt	14	eF, pS, E 160deg , gvlbM
MCG 4-28-84	178.23	20.50	11	52.9		1	20	30		Galaxy	Leo	14	pF, pS, E, *8 p 24s
UGC 6859	178.28	26.23	11	53.1		1	26	14		Galaxy	Leo	14	pF, pS, R, psbM
UGC 6860	178.30	60.68	11	53.2		1	60	41		Galaxy	UMa	10.6	Size: 5.5  B, pL, R, gmbM, r, *12 sp
MCG 4-28-89	178.35	21.05	11	53.4		1	21	3		Galaxy	Leo	15	vF, vlbM, dif
UGC 6863	178.35	20.75	11	53.4		1	20	45		Galaxy	Leo	14	Size: 1.6  F, pS, iE, lbM, **  p
	178.35	20.98	11	53.4		1	20	59		Galaxy	Leo	15	Size: 0.5  vF, stellar
UGC 6869	178.43	47.87	11	53.7		1	47	52		Galaxy	UMa	11	Size: 3.0  cB, pL, pmE, vgbM
MCG 8-22-30	178.43	47.93	11	53.7		1	47	56		Galaxy	UMa	15	eF, 2'.6 n of 3949
UGC 6867	178.43	23.40	11	53.7		1	23	24		Galaxy	Leo	14	vF, cS, vlE
IC 2972	178.43	-4.00	11	53.7		-1	4	0		Galaxy	Vir	13	Size: 1.5  cF, cS, lE 90deg +/- , bM, r
UGC 6870	178.45	52.33	11	53.8		1	52	20		Galaxy	UMa	10.1	Size: 6.6  cB, L, E 0deg +/- , vsbMLrN
UGC 6866	178.43	20.90	11	53.7		1	20	54		Galaxy	Leo	14	eF, R
ESO 504-26	178.50	-23.17	11	54		-1	23	10		Galaxy	Crt	11.9	Size: 3.2  cF, S, E 170deg +/- , lbs
ESO 572-13	178.50	-20.57	11	54		-1	20	34		Galaxy	Crt	13	Size: 3.5  cF, pL, pmE 57deg
IC 2965	178.50	-19.57	11	54		-1	19	34		Galaxy	Crt	13	Size: 3.5  F, S, E, r
UGC 6880	178.65	58.37	11	54.6		1	58	22		Galaxy	UMa	13	Size: 1.6  pF, pS, pmE, vgbM
MCG 1-30-46	178.65	-7.73	11	54.6		-1	7	44		Galaxy	Crt	14	vF, S, bet 2 vF st
Mel 108	177.73	-55.70	11	50.9		-1	55	42		Open Cluster	Cen	8.3	Size: 7.  Cl, pL, pRi, gpmbM, st 13
UGC 6885	178.75	69.33	11	55		1	69	20		Galaxy	Dra	14	eF, vS
MCG 2-30-40	178.68	-13.97	11	54.7		-1	13	58		Galaxy	Crt	10.6	Size: 2.9  cB, pL, iR, gmbM, triangle 2 
UGC 6884	178.75	58.50	11	55		1	58	30		Galaxy	UMa	12	Size: 2.8  pF, cL, R, vg, sbM
MCG 5-28-43	178.70	28.27	11	54.8		1	28	16		Galaxy	Leo	15	vF, S, E, *10 nf att
	178.78	-10.87	11	55.1		-1	10	52			Crt		eF, eS, R, bMN, *9.5 np 4'
NGC 3986	178.93	32.20	11	55.7		1	32	12		Galaxy	UMa	14	F, pL, lE, bM, *12 p
MCG 1-30-47	178.80	-7.83	11	55.2		-1	7	50		Galaxy	Crt	15	vF, S, F* close p
UGC 6895	178.88	11.97	11	55.5		1	11	58		Galaxy	Leo	13	Size: 3.0  pB, L, iR, bM, *10, 65deg , 3
ESO 572-17	178.78	-18.93	11	55.1		-1	18	56		Galaxy	Crt	14	eF, vS, gbMN, *8.5 nearly n
MCG 2-30-41	178.83	-12.03	11	55.3		-1	12	2		Galaxy	Crt	14	F, S, R, psbM, p of 2
NGC 3984	178.90	30.00	11	55.6		1	30	0		Galaxy	UMa	14	pF, vS, R, bM
UGC 6904	178.95	55.32	11	55.8		1	55	19		Galaxy	UMa	13	Size: 4.0  pB, E
MCG 2-31-1	178.90	12.02	11	55.6		1	12	1		Galaxy	Leo	15	eF, eS, *10 1' sf (requires verification
MCG 2-31-1	178.93	-12.00	11	55.7		-1	12	0		Galaxy	Crt	14	vF, S, R, bM, f of 2
MCG 10-17-103	178.98	60.53	11	55.9		1	60	32		Galaxy	UMa	15	Size: 0.8  vF, vS, 3978 f 17s
UGC 6906	179.00	6.75	11	56		1	6	45		Galaxy	Vir	12	Size: 3.9  B, pL, cE 30deg , vsmbMN
NGC 3980	179.03	55.40	11	56.1		1	55	24		Galaxy	UMa	13	Size: 1.7  F, S
UGC 6910	179.05	60.52	11	56.2		1	60	31		Galaxy	UMa	15	Size: 1.8  cF, S, lE, bM, *8, 90deg , 6'
IC 2976;UGC 6907	179.03	-2.70	11	56.1		-1	2	42		Galaxy	Vir	14	pF, *11-12 nf
NGC 3977	179.03	55.38	11	56.1		1	55	23		Galaxy	UMa	15	Size: 1.8  eF, pL, E, D* nr
ESO 572-20	179.03	-19.90	11	56.1		-1	19	54		Galaxy	Crt	12	Size: 3.9  vF, pL, iF
UGC 6918	179.13	55.13	11	56.5		1	55	8		Galaxy	UMa	12	Size: 2.5  B, pL, R, g, sbM disc
UGC 6914	179.10	23.88	11	56.4		1	23	53		Galaxy	Leo	15	cF, cS, R, psbM
NGC 3971	179.45	29.05	11	57.8		1	29	3		Galaxy	UMa	15	eF, S, R, bM
UGC 6921	179.18	48.33	11	56.7		1	48	20		Galaxy	UMa	13	Size: 1.2  vF, cS, another suspected
NGC 3966	179.18	32.02	11	56.7		1	32	1		Galaxy	UMa	14	Size: 3.1  pF, S, pmE 90deg +/- , *11 nr
UGC 6928	179.33	25.20	11	57.3		1	25	12		Galaxy	Leo	14	Size: 2.5  F, mE
MCG 5-28-57	179.35	27.88	11	57.4		1	27	53		Galaxy	Leo	14	vF, S, R, bM *, p of 2
MCG 4-28-100	179.35	25.23	11	57.4		1	25	14		Galaxy	Leo	15	eF, vS, R
UGC 6938	179.40	55.47	11	57.6		1	55	28		Galaxy	UMa	12.6	Size: 1.7  pF, S, lE, pslbM
UGC 6933	179.38	32.33	11	57.5		1	32	20		Galaxy	UMa	13.2	Size: 1.4  F, S, lE, 1st of 3
M 109	179.40	53.38	11	57.6		1	53	23		Galaxy	UMa	9.8	Size: 7.6  cB, vL, pmE, sbMBrN; = M109
UGC 6935	179.40	25.25	11	57.6		1	25	15		Galaxy	Leo	15	Size: 1.9  vF, pS, E, 3 st nr
UGC 6936	179.40	32.28	11	57.6		1	32	17		Galaxy	UMa	12.7	Size: 1.1  pB, vS, 2nd of 3
UGC 6944	179.43	32.30	11	57.7		1	32	18		Galaxy	UMa	12.6	Size: 2.8  F, pL, iR, bM, 3rd of 3
UGC 6941	179.45	14.32	11	57.8		1	14	19		Galaxy	Leo	14	vF, pL, R, 2 st f
UGC 6942	179.45	25.27	11	57.8		1	25	16		Galaxy	Leo	14	Size: 1.8  pF, vS, E 25deg , bet 2 st
UGC 6946	179.48	55.45	11	57.9		1	55	27		Galaxy	UMa	10.6	Size: 3.1  cB, pS, R, vg, smbM
ZWG 127.117	179.60	25.15	11	58.4		1	25	9		Galaxy	Leo	15	vF, S
UGC 6949	179.50	25.15	11	58		1	25	9		Galaxy	Leo	15	vF, vS, lE, *8 2' f, 4005 is sf
MCG 8-22-47	179.53	47.33	11	58.1		1	47	20		Galaxy	UMa	15	S, R, 7' np 4010
MCG 4-28-104	179.50	23.22	11	58		1	23	13		Galaxy	Leo	14	vF, vS, R, n of 2
NGC 4007	179.50	23.13	11	58		1	23	8		Galaxy	Leo	15	vF, vS, R, s of 2
	179.53	27.88	11	58.1		1	27	53		Galaxy	Leo	14	Size: 2.2  F, vS, R, *12 near
NGC 4007	179.55	25.13	11	58.2		1	25	8		Galaxy	Leo	14	pF, vS, mbM, *7 np 2'
IC 2983	179.55	-2.08	11	58.2		-1	2	5		Galaxy	Vir	14	F, S, R, bM, *11 nf; = IC 2983
NGC 4005	179.55	25.13	11	58.2		1	25	8			Leo		eF, vS; = 4005
UGC 6953	179.58	28.20	11	58.3		1	28	12		Galaxy	Leo	12	Size: 2.5  pB, pS, E, psbM, * inv n
	179.60	25.22	11	58.4		1	25	13		Galaxy	Leo		vF, eS
UGC 6964	179.65	47.27	11	58.6		1	47	16		Galaxy	UMa	13	Size: 4.2  F, pL, mE, vglbM
ZWG 127.121	179.60	25.12	11	58.4		1	25	7		Galaxy	Leo	15	vF, vS, *12 np
UGC 6960	179.63	10.03	11	58.5		1	10	2		Galaxy	Vir	14	vF, S, lE
UGC 6963	179.63	43.95	11	58.5		1	43	57		Galaxy	UMa	12	Size: 5.2  B, cL, mE 62deg , vsvmbM *10
NGC 4028	179.65	16.18	11	58.6		1	16	11		Galaxy	Com	13	pB, pS, R, psbM
UGC 6965	179.68	25.05	11	58.7		1	25	3		Galaxy	Com	14	F, vS, E, mbM
UGC 6954;Arp 305a	179.60	27.52	11	58.4		1	27	31		Galaxy	Leo	15	Size: 1.5  vF
UGC 6967	179.68	27.43	11	58.7		1	27	26		Galaxy	Com	13	Size: 1.8  F, L, E, gbfM
UGC 6966	179.68	25.33	11	58.7		1	25	20		Galaxy	Com	14	mE np sf, 2 st s
IC 755	179.73	14.22	11	58.9		1	14	13			Com		eF, *9 sf 5'
UGC 6971	179.73	30.42	11	58.9		1	30	25		Galaxy	UMa	13	Size: 2.1  pB, pL, E 20deg , biN
MCG 4-28-112	179.75	25.10	11	59		1	25	6		Galaxy	Com	15	F, S, vlE
UGC 6975	179.75	25.23	11	59		1	25	14		Galaxy	Com	14	pF, vS, stellar
UGC 6977	179.78	25.00	11	59.1		1	25	0		Galaxy	Com	14	pF, pL, dif
ESO 572-31	179.63	-18.35	11	58.5		-1	18	21		Galaxy	Crv	13	Size: 2.3  F, vS, iF, bM
UGC 6982	179.80	37.80	11	59.2		1	37	48		Galaxy	UMa	15	Size: 3.3  eF, pL, R
UGC 6985	179.85	50.97	11	59.4		1	50	58		Galaxy	UMa	12	Size: 5.1  vB, cL, mE 176deg , vsvmbMBN
ESO 572-37	179.88	-19.27	11	59.5		-1	19	16		Galaxy	Crv	11.1	Size: 3.0  glob. cl. , pF, pL, R, rr, st
NGC 4014	179.98	16.23	11	59.9		1	16	14			Com		vF, vS, vlE, r
UGC 6990	180.03	8.20	12	0.1		1	8	12		Galaxy	Vir	14	vF, vS, lE, stellar N
UGC 6993	180.10	-1.10	12	0.4		-1	1	6		Galaxy	Vir	12	Size: 4.3  cB, L, vlE, psmbM, B st nr
MCG 5-28-75	180.13	31.95	12	0.5		1	31	57		Galaxy	UMa	14	eF, vS, *17 vnr south
UGC 6995	180.15	20.07	12	0.6		1	20	4		Galaxy	Com	13	Size: 2.1  pF, pL, R, gbM, *12 nf
ESO 572-42	180.15	-17.85	12	0.6		-1	17	51		Galaxy	Crv	13	Size: 2.5  pB, S, lE, bM
UGC 7006	180.38	69.32	12	1.5		1	69	19		Galaxy	Dra		eF, S, iF, gvlbM
MCG 3-31-10	180.13	-15.95	12	0.5		-1	15	57		Galaxy	Crv		Size: 1.4  eF, pL, *9 45deg +/-
UGC 7005	180.35	61.90	12	1.4		1	61	54		Galaxy	UMa	10.6	Size: 4.5  vB, vL, E
UGC 7002	180.35	13.40	12	1.4		1	13	24		Galaxy	Com	13	Size: 2.7  eF, pL, R, r
ESO 572-47	180.48	-18.87	12	1.9		-1	18	52		Galaxy	Crv	10.7	Size: 2.6  pB, cL, R, vgbM
ESO 572-48	180.48	-18.88	12	1.9		-1	18	53		Galaxy	Crv	13	Size: 3.2  pF, pL
UGC 7013	180.55	17.83	12	2.2		1	17	50		Galaxy	Com	15	eF, pS, R, 3 st nr
UGC 7014	180.55	62.13	12	2.2		1	62	8		Galaxy	UMa	11.1	Size: 2.8  B, cL, R, g, psvmbMrN
	180.60	20.15	12	2.4		1	20	9			Com		vF, vS; = 4032?
UGC 7015	180.60	4.35	12	2.4		1	4	21		Galaxy	Vir	14	pF, S, R, psbM, **  f 30s
UGC 7018	180.63	-0.18	12	2.5		-1	0	11		Galaxy	Vir	14	cF, cS, R, bM
NGC 4046	180.68	1.98	12	2.7		1	1	59		Galaxy	Vir	11.8	Size: 2.8  pF, L, R, sbM, * sf
NGC 4045	180.70	1.75	12	2.8		1	1	45			Vir		F, pS, triangle 2 F st; = 4045?
UGC 7025	180.73	48.63	12	2.9		1	48	38		Galaxy	UMa	13	Size: 1.5  pB, pS, R
UGC 7023	180.73	18.02	12	2.9		1	18	1		Galaxy	Com	14	vF, vS, R, psbM
UGC 7027	180.75	18.77	12	3		1	18	46		Galaxy	Com	14	eF, pS, R, glbM
MCG 3-31-16	180.73	-16.37	12	2.9		-1	16	22		Galaxy	Crv	12	Size: 3.1  F, cL, iR, lbM
UGC 7030	180.80	44.53	12	3.2		1	44	32		Galaxy	UMa	10.3	Size: 5.0  B, vL, E, vgvsmbM *11
OCL 870	180.48	-63.20	12	1.9		-1	63	12		Open Cluster	Cru	9	Size: 8.  Cl, pRi, lC
UGC 7029	180.80	19.73	12	3.2		1	19	44		Galaxy	Com	14	F, vS, vlE, alm stell
MCG 10-17-131	180.80	57.90	12	3.2		1	57	54		Galaxy	UMa	15	eF, S
NGC 4061	180.93	21.07	12	3.7		1	21	4			Com		pB (decl very doubtful)
	181.00	20.32	12	4		1	20	19		Galaxy	Com		eF, vS
NGC 4065	181.33	20.32	12	5.3		1	20	19		Galaxy	Com		pB (decl very doubtful)
UGC 7036	180.95	3.57	12	3.8		1	3	34		Galaxy	Vir	14	vF, pS, R, bM
NGC 4070	180.98	21.32	12	3.9		1	21	19			Com		pB (decl very doubtful)
ZWG 128. 6	181.03	20.35	12	4.1		1	20	21		Galaxy	Com	15	eF
NGC 4055	181.03	20.22	12	4.1		1	20	13		Galaxy	Com	14	Size: 1.5  vF, S, R, p of Dneb, pos 80de
UGC 7045	181.03	31.90	12	4.1		1	31	54		Galaxy	UMa	11.2	Size: 4.3  pB, vL, mE 97deg , vgbM
UGC 7042	181.03	1.87	12	4.1		1	1	52		Galaxy	Vir	15	eF, vS, B pts inv
UGC 7054	181.05	18.45	12	4.2		1	18	27		Galaxy	Com	11.5	Size: 4.5  B, E, gbM
NGC 4057	181.05	20.22	12	4.2		1	20	13		Galaxy	Com	14	Size: 1.5  pF, R, f of Dneb
UGC 7051	181.05	20.37	12	4.2		1	20	22		Galaxy	Com	14	pB
UGC 7048	181.05	10.85	12	4.2		1	10	51		Galaxy	Vir	13	Size: 1.5  F, pS, R, gbM
UGC 7047	181.00	52.58	12	4		1	52	35		Galaxy	UMa	13	Size: 3.2  pF, S, stellar
	181.05	20.33	12	4.2		1	20	20		Galaxy	Com		vF, vS
NGC 4059	181.05	20.43	12	4.2		1	20	26		Galaxy	Com	14	F, vS
PK 298-4.1	181.05	-67.30	12	4.2		-1	67	18		Planetary Nebula	Mus		Size: 1.3  vF, vS, R, bM*, am st
ZWG 98. 45	181.08	20.22	12	4.3		1	20	13		Galaxy	Com	15	eF, sf 4061, 4062, 4065
UGC 7060	181.13	1.90	12	4.5		1	1	54		Galaxy	Vir	13	Size: 2.5  F, pS, R, pgbM, np of 2
MCG 4-29-11	181.15	20.33	12	4.6		1	20	20		Galaxy	Com	15	eF, vS
MCG 0-31-32	181.18	2.08	12	4.7		1	2	5		Galaxy	Vir	14	F, S, R
UGC 7061	181.15	20.20	12	4.6		1	20	12		Galaxy	Com	14	vF, vS
NGC 4140	181.18	1.80	12	4.7		1	1	48		Galaxy	Vir	14	cF, cS, vlE, bM, sf of 2
NGC 4107	181.20	10.60	12	4.8		1	10	36		Galaxy	Vir	14	F, vS, R, glbM
UGC 7067	181.20	-2.38	12	4.8		-1	2	23		Galaxy	Vir	14	Size: 2.4  F, L, R, *10 n 1'
UGC 7068	181.25	27.00	12	5		1	27	0		Galaxy	Com	14	cF, pS, E, gbM
UGC 7062	181.15	64.43	12	4.6		1	64	26		Galaxy	UMa	14	Size: 1.8  F, S, mE, D* nr
MCG 2-31-26	181.33	10.68	12	5.3		1	10	41		Galaxy	Vir	15	vF, vS, lE, lbM
MCG 2-31-24	181.33	10.62	12	5.3		1	10	37		Galaxy	Vir	15	eF, vS
MCG 4-29-14	181.33	21.23	12	5.3		1	21	14		Galaxy	Com	15	F, S
UGC 7075	181.35	50.35	12	5.4		1	50	21		Galaxy	UMa	12.3	Size: 2.8  B, pL, pmE 78deg , vsbM
UGC 7076	181.38	20.25	12	5.5		1	20	15		Galaxy	Com	15	F, pS, R
ESO 505-10	181.40	-26.55	12	5.6		-1	26	33		Galaxy	Hya	13	pB, S, R, bM
UGC 7081	181.40	50.55	12	5.6		1	50	33		Galaxy	UMa	10.5	Size: 5.8  B, cL, E 55deg , lbM
MCG 4-29-17	181.40	20.57	12	5.6		1	20	34		Galaxy	Com	15	vF, S, R, p of 2
IC 2997;UGC 7077	181.38	20.32	12	5.5		1	20	19		Galaxy	Com	15	vF, vS, *15 f 1'; = IC 2997
UGC 7083	181.43	20.57	12	5.7		1	20	34		Galaxy	Com	15	vF, S, R, f of 2
UGC 7087	181.48	20.50	12	5.9		1	20	30		Galaxy	Com	14	F, pS, R, *11 np
MCG 4-29-21	181.48	20.55	12	5.9		1	20	33		Galaxy	Com	15	eF, vS
MCG 2-31-16	181.48	-14.53	12	5.9		-1	14	32		Galaxy	Crv	12	Size: 4.2  eF, L, pmE, vgbM, 2 st 11 nr
MCG 4-29-22	181.50	20.58	12	6		1	20	35		Galaxy	Com	14	vF, vS
UGC 7090	181.50	47.48	12	6		1	47	29		Galaxy	UMa	10.6	Size: 6.5  pB, vL, mE 32deg
UGC 7092	181.53	36.87	12	6.1		1	36	52		Galaxy	UMa	14	eF, vS, R, stellar, *10 sp 2'
NGC 4099-1	181.53	20.62	12	6.1		1	20	37		Galaxy	Com	14	eF, eS, R, bM
NGC 4098-1	181.53	20.65	12	6.1		1	20	39			Com		eF, eS
UGC 7095	181.55	49.58	12	6.2		1	49	35		Galaxy	UMa	12	Size: 5.2  pB, vL, vmE 161deg , vgvlbM
UGC 7093	181.55	25.57	12	6.2		1	25	34		Galaxy	Com	14	eF, vS, R, vgbM
UGC 7096	181.60	52.72	12	6.4		1	52	43		Galaxy	UMa	12	Size: 3.2  B, pS, R, bMBN, *12 sp, vnr
OCL 871	181.68	-61.25	12	6.7		-1	61	15		Open Cluster	Cru	7	Size: 7.  Cl, pL, pC, iR, st 10...14
UGC 7099	181.65	28.17	12	6.6		1	28	10		Galaxy	Com	14	Size: 3.0  pB, pS, lE, bM
ESO 440-54	181.68	-29.77	12	6.7		-1	29	46		Galaxy	Hya	12	Size: 2.4  pF, pS, R, psbM, r, p of 2
ESO 440-56	181.70	-29.77	12	6.8		-1	29	46		Galaxy	Hya	11.4	Size: 1.9  pF, pS, R, pgbM, f of 2
NGC 4078	181.68	10.60	12	6.7		1	10	36			Vir		pB, S, lE, *10-11 np
UGC 7101	181.70	67.17	12	6.8		1	67	10		Galaxy	Dra	13	Size: 1.9  B, S, R, gbM
MCG 7-25-24	181.73	43.00	12	6.9		1	43	0		Galaxy	CVn	15	Size: 0.8  vF, 4111 nnf 6'
UGC 7102	181.78	18.53	12	7.1		1	18	32		Galaxy	Com	14	F, S
UGC 7103	181.78	43.07	12	7.1		1	43	4		Galaxy	CVn	10.8	Size: 4.8  vB, pS, mE 151deg
ESO 321-6	181.78	-40.18	12	7.1		-1	40	11		Galaxy	Cen		F, S, vlE, glbM, 3 B st nr
NGC 4122	181.80	34.00	12	7.2		1	34	0			CVn		eF; nonexistent?
MCG 2-31-18	181.80	-14.18	12	7.2		-1	14	11		Galaxy	Crv	13	Size: 2.3  cF, S, iR, gbM
	181.80	14.42	12	7.2		1	14	25			Com		eF, suspected
UGC 7111	181.90	2.70	12	7.6		1	2	42		Galaxy	Vir	11.9	Size: 3.8  vF, E (hook shape), sp of 2
UGC 7112	181.95	43.13	12	7.8		1	43	8		Galaxy	CVn	14	Size: 2.8  vF, vS
MCG 7-25-28	181.98	43.12	12	7.9		1	43	7		Galaxy	CVn	16	Size: 0.9  eF, vS, 1' s of 4117
NGC 4124	181.98	9.55	12	7.9		1	9	33			Vir		lE; nonexistent?
UGC 7121	182.13	69.55	12	8.5		1	69	33		Galaxy	Dra	14	Size: 1.9  eF, vS, E
MCG 11-15-26	181.98	65.12	12	7.9		1	65	7		Galaxy	Dra	14	Size: 0.6  F, vS, lE, r
NGC 4113	181.80	33.00	12	7.2		1	33	0		Galaxy	Com	15	eF, vS, R, mbM
UGC 7116	182.05	2.88	12	8.2		1	2	53		Galaxy	Vir	11.2	Size: 4.5  cF, vL, E 90deg +/- , bMN
NGC 4119	182.05	10.38	12	8.2		1	10	23		Galaxy	Vir	12	Size: 4.6  pB, pL, mE 118deg , bM, r; = 
UGC 7118	182.03	65.18	12	8.1		1	65	11		Galaxy	Dra	9.8	Size: 5.1  pB, pL, cE, mbM
UGC 7123	182.18	16.15	12	8.7		1	16	9		Galaxy	Com	14	vF, S, R, pslbM, bet 2 vS st
UGC 7122	182.10	76.80	12	8.4		1	76	48		Galaxy	Cam	13	Size: 2.3  F, pL, vlE, glbM
UGC 7120	182.13	68.77	12	8.5		1	68	46		Galaxy	Dra	13	Size: 2.8  cB, lE, bM
NGC 4130	182.23	-9.03	12	8.9		-1	9	2		Galaxy	Vir	12.6	Size: 2.6  F, pL, pmE 95deg +/- , vglbM
NGC 4129	182.23	-4.00	12	8.9		-1	4	0			Vir		pE, lbM, *13 p 5'
UGC 7126	182.18	29.30	12	8.7		1	29	18		Galaxy	Com	14	Size: 1.6  cF, S, R, 1st of 3
MCG 5-29-20	182.25	29.23	12	9		1	29	14		Galaxy	Com	15	Size: 1.1  cF, S, iR, 2nd of 3
UGC 7127	182.15	74.93	12	8.6		1	74	56		Galaxy	Dra	13	pB, cL, R, gmbM
UGC 7130	182.30	29.18	12	9.2		1	29	11		Galaxy	Com	14	pF, pL, lE, 3rd of 3
MCG 7-25-32	182.30	44.00	12	9.2		1	44	0		Galaxy	CVn	15	Size: 1.0  vF, pS, R, 2 F st inv
UGC 7134	182.33	29.93	12	9.3		1	29	56		Galaxy	Com	12	Size: 4.1  F, vL, vgmbM
UGC 7135	182.33	44.10	12	9.3		1	44	6		Galaxy	CVn	15	Size: 1.2  vF, pS, R, l fainter than 413
UGC 7139	182.38	43.68	12	9.5		1	43	41		Galaxy	CVn	12	Size: 2.9  B, pL, lE, vgbM, * np
MCG +00-31-030	182.40	1.82	12	9.6		1	1	49			Vir		F, S, diffic, p of Dneb
NGC 4077	182.43	1.80	12	9.7		1	1	48			Vir		F, S, diffic, f of Dneb
UGC 7147	182.43	58.85	12	9.7		1	58	51		Galaxy	UMa	14	vF, pS, lE, gbM, r
UGC 7140	182.38	53.10	12	9.5		1	53	6		Galaxy	UMa	14	Size: 2.3  vF, S, iF, vglbM, er
UGC 7142	182.40	42.53	12	9.6		1	42	32		Galaxy	CVn	12	Size: 2.9  cB, R, vg, vsbMN
UGC 7151	182.50	46.45	12	10		1	46	27		Galaxy	UMa	12	Size: 5.9  pF, cL, vmE 109deg , vgbM
UGC 7154	182.50	39.88	12	10		1	39	53		Galaxy	CVn	11	Size: 5.8  B, vL, vglbM
UGC 7163	182.58	26.43	12	10.3		1	26	26		Galaxy	Com	14	Size: 1.6  vF, pS
NGC 4153	182.53	18.55	12	10.1		1	18	33		Globular Cluster	Com	10.3	Size: 4.0  glob. cl. , vB, pL, R, gbM, r
UGC 7158	182.53	35.87	12	10.1		1	35	52		Galaxy	CVn	15	Size: 1.8  F, S, *12 sf
NGC 4154	182.60	58.32	12	10.4		1	58	19		Galaxy	UMa	14	F, S, E
UGC 7165	182.65	30.40	12	10.6		1	30	24		Galaxy	Com	11.7	Size: 2.5  B, S, R, pgmbM
UGC 7166	182.63	39.40	12	10.5		1	39	24		Galaxy	CVn	10.4	Size: 5.9  vB, S, R, vsmbMBN, p of 2
UGC 7169	182.65	16.03	12	10.6		1	16	2		Galaxy	Com	12	Size: 2.3  pB, pL, R, pgmbM, r
NGC 4147	182.70	18.37	12	10.8		1	18	22			Com		B, pL, E, bM
NGC 4149	182.68	58.35	12	10.7		1	58	21		Star	UMa		vF, S, E 90deg +/-
UGC 7172	182.70	19.05	12	10.8		1	19	3		Galaxy	Com	14	eF, vS
UGC 7173	182.70	39.47	12	10.8		1	39	28		Galaxy	CVn	13	Size: 1.5  pF, S, E, vgbM, f of 2
UGC 7183	182.78	50.48	12	11.1		1	50	29		Galaxy	UMa	12	Size: 6.9  pF, cL, vmE 60deg +/-  (doubl
UGC 7182	182.80	20.18	12	11.2		1	20	11		Galaxy	Com	13	Size: 2.0  F, pS, lE, bM, pB* sf
UGC 7174	182.68	76.15	12	10.7		1	76	9		Galaxy	Dra	14	eF, pS, R, triangle 2 st
	182.90	43.75	12	11.6		1	43	45			CVn		neb *13
UGC 7191	182.85	57.73	12	11.4		1	57	44		Galaxy	UMa	13	F, S, R
UGC 7193	182.98	24.12	12	11.9		1	24	7		Galaxy	Com	11.5	Size: 2.5  B, L, iE, bM
NGC 4167	183.05	36.17	12	12.2		1	36	10		Galaxy	CVn	13	Size: 1.9  vF, pL, vlE, r
ZWG 69. 76	183.03	13.20	12	12.1		1	13	12		Galaxy	Vir	15	vF, 2'-3' s of 4165
IC 3035;UGC 7201	183.05	13.25	12	12.2		1	13	15		Galaxy	Vir	13.6	Size: 1.5  eF, *10 np, 4168 f; = IC 3035
UGC 7198	183.05	17.77	12	12.2		1	17	46		Galaxy	Com	14	vF, S
NGC 4163	183.05	36.52	12	12.2		1	36	31			CVn		F, pL, R, vgbM, **  s; = 4163?
UGC 7203	183.08	13.20	12	12.3		1	13	12		Galaxy	Vir	11.3	Size: 2.8  pB, pL, iF, psbM, r, * inv
UGC 7202	183.05	29.17	12	12.2		1	29	10		Galaxy	Com	13	Size: 2.1  F, S, 1st of 4
	183.08	29.20	12	12.3		1	29	12		Galaxy	Com	13	eF, vnr 4169, 4173-5
	183.08	29.20	12	12.3		1	29	12		Galaxy	Com	14	Size: 5.1  eF, vnr 4169, 4173-5
UGC 7205	183.05	56.18	12	12.2		1	56	11		Galaxy	UMa	14	F, S, lE, gbM
UGC 7204	183.08	29.18	12	12.3		1	29	11		Galaxy	Com	13	Size: 4.8  F, S, 2nd of 4
UGC 7206	183.10	29.13	12	12.4		1	29	8		Galaxy	Com	14	Size: 0.8  F, S, 3rd of 4
UGC 7211	183.13	29.15	12	12.5		1	29	9		Galaxy	Com	14	Size: 2.0  F, eS, 4th of 4
	183.18	-9.13	12	12.7		-1	9	8		Galaxy	Vir		eF, vS, R, slbM, *10
MCG 2-31-21	183.20	-14.00	12	12.8		-1	14	0		Galaxy	Crv	13	vF, pL, R, vgbM
IC 3042;UGC 7215	183.20	10.87	12	12.8		1	10	52		Galaxy	Vir	11.4	Size: 5.0  vF, vL, E 45deg +/- , *7 f; =
UGC 7214	183.23	1.30	12	12.9		1	1	18		Galaxy	Vir	10.9	Size: 4.2  pB, pS, pmE 135deg +/- , bMN
NGC 4182	183.28	7.03	12	13.1		1	7	2		Galaxy	Vir	13	Size: 1.8  pF, S, lE 0deg +/- , r
